TI=0.05 | U_mean=4.00 | Ct_used=0.92 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_4_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
552.83 3.81 0.20 0.09 -0.09 -0.03
552.84 3.83 0.20 0.09 -0.09 -0.03
552.85 3.85 0.20 0.09 -0.09 -0.03
552.86 3.87 0.20 0.09 -0.09 -0.03
552.87 3.88 0.19 0.09 -0.09 -0.03
552.88 3.90 0.19 0.09 -0.08 -0.03
552.89 3.91 0.19 0.09 -0.08 -0.04
552.90 3.91 0.19 0.09 -0.08 -0.04
552.91 3.91 0.19 0.09 -0.08 -0.04
552.92 3.90 0.19 0.09 -0.07 -0.04
552.93 3.89 0.19 0.08 -0.07 -0.04
552.94 3.87 0.19 0.08 -0.07 -0.04
552.95 3.85 0.19 0.08 -0.07 -0.04
552.96 3.84 0.19 0.08 -0.06 -0.04
552.97 3.82 0.19 0.08 -0.06 -0.04
552.98 3.80 0.19 0.08 -0.06 -0.04
552.99 3.79 0.19 0.08 -0.06 -0.04
553.00 3.78 0.19 0.08 -0.06 -0.04
553.01 3.77 0.18 0.08 -0.05 -0.05
553.02 3.77 0.18 0.08 -0.05 -0.05
553.03 3.77 0.18 0.08 -0.05 -0.05
553.04 3.77 0.18 0.08 -0.05 -0.05
553.05 3.77 0.18 0.08 -0.05 -0.05
553.06 3.78 0.18 0.08 -0.04 -0.05
553.07 3.78 0.18 0.08 -0.04 -0.05
553.08 3.79 0.18 0.08 -0.04 -0.05
553.09 3.79 0.18 0.08 -0.04 -0.05
553.10 3.79 0.18 0.08 -0.04 -0.05
553.11 3.79 0.18 0.08 -0.03 -0.05
553.12 3.79 0.18 0.08 -0.03 -0.05
553.13 3.79 0.18 0.08 -0.03 -0.05
553.14 3.79 0.18 0.07 -0.03 -0.05
553.15 3.78 0.18 0.07 -0.03 -0.05
553.16 3.78 0.18 0.07 -0.02 -0.06
553.17 3.77 0.18 0.07 -0.02 -0.06
553.18 3.77 0.18 0.07 -0.02 -0.06
553.19 3.76 0.18 0.07 -0.02 -0.06
553.20 3.75 0.18 0.07 -0.02 -0.06
553.21 3.75 0.18 0.07 -0.02 -0.06
553.22 3.74 0.18 0.07 -0.02 -0.06
553.23 3.73 0.18 0.07 -0.02 -0.06
553.24 3.72 0.18 0.07 -0.01 -0.06
553.25 3.71 0.18 0.07 -0.01 -0.06
553.26 3.70 0.18 0.07 -0.01 -0.06
553.27 3.69 0.18 0.07 -0.01 -0.06
553.28 3.69 0.18 0.07 -0.01 -0.06
553.29 3.68 0.18 0.07 -0.01 -0.06
553.30 3.67 0.18 0.07 -0.01 -0.06
553.31 3.66 0.18 0.07 -0.01 -0.06
553.32 3.65 0.18 0.06 -0.01 -0.06
553.33 3.65 0.18 0.06 -0.01 -0.06
553.34 3.65 0.18 0.06 -0.01 -0.06
553.35 3.64 0.18 0.06 -0.01 -0.06
553.36 3.64 0.18 0.06 -0.02 -0.06
553.37 3.64 0.18 0.06 -0.02 -0.06
553.38 3.63 0.18 0.06 -0.02 -0.06
553.39 3.63 0.18 0.06 -0.02 -0.06
553.40 3.63 0.17 0.06 -0.02 -0.06
553.41 3.63 0.17 0.06 -0.02 -0.06
553.42 3.62 0.17 0.06 -0.02 -0.06
553.43 3.62 0.17 0.06 -0.02 -0.06
553.44 3.61 0.17 0.06 -0.02 -0.06
553.45 3.61 0.17 0.06 -0.03 -0.06
553.46 3.60 0.17 0.06 -0.03 -0.06
553.47 3.60 0.17 0.06 -0.03 -0.06
553.48 3.60 0.17 0.05 -0.03 -0.06
553.49 3.60 0.17 0.05 -0.03 -0.06
553.50 3.60 0.17 0.05 -0.03 -0.06
553.51 3.60 0.17 0.05 -0.04 -0.06
553.52 3.61 0.17 0.05 -0.04 -0.06
553.53 3.62 0.17 0.05 -0.04 -0.06
553.54 3.62 0.17 0.05 -0.04 -0.06
553.55 3.63 0.17 0.05 -0.04 -0.06
553.56 3.63 0.17 0.05 -0.04 -0.06
553.57 3.63 0.17 0.05 -0.05 -0.06
553.58 3.63 0.17 0.05 -0.05 -0.06
553.59 3.63 0.17 0.05 -0.05 -0.06
553.60 3.63 0.17 0.05 -0.05 -0.06
553.61 3.62 0.17 0.05 -0.05 -0.06
553.62 3.61 0.17 0.05 -0.05 -0.06
553.63 3.60 0.17 0.05 -0.06 -0.06
553.64 3.60 0.17 0.05 -0.06 -0.05
553.65 3.59 0.17 0.04 -0.06 -0.05
553.66 3.58 0.16 0.04 -0.06 -0.05
553.67 3.58 0.16 0.04 -0.06 -0.05
553.68 3.58 0.16 0.04 -0.07 -0.05
553.69 3.58 0.16 0.04 -0.07 -0.05
553.70 3.58 0.16 0.04 -0.07 -0.05
553.71 3.59 0.16 0.04 -0.07 -0.05
553.72 3.60 0.16 0.04 -0.07 -0.05
553.73 3.61 0.16 0.04 -0.08 -0.05
553.74 3.63 0.16 0.04 -0.08 -0.05
553.75 3.64 0.16 0.04 -0.08 -0.05
553.76 3.65 0.16 0.04 -0.08 -0.05
553.77 3.66 0.16 0.04 -0.08 -0.05
553.78 3.66 0.16 0.04 -0.08 -0.05
553.79 3.66 0.16 0.04 -0.08 -0.05
553.80 3.66 0.15 0.04 -0.09 -0.05
553.81 3.66 0.15 0.04 -0.09 -0.04
553.82 3.65 0.15 0.04 -0.09 -0.04
553.83 3.64 0.15 0.04 -0.09 -0.04
553.84 3.63 0.15 0.04 -0.09 -0.04
553.85 3.62 0.15 0.04 -0.09 -0.04
553.86 3.60 0.15 0.03 -0.09 -0.04
553.87 3.59 0.15 0.03 -0.09 -0.04
553.88 3.58 0.15 0.03 -0.09 -0.04
553.89 3.57 0.15 0.03 -0.09 -0.04
553.90 3.56 0.15 0.03 -0.10 -0.04
553.91 3.56 0.14 0.03 -0.10 -0.04
553.92 3.56 0.14 0.03 -0.10 -0.04
553.93 3.56 0.14 0.03 -0.10 -0.04
553.94 3.56 0.14 0.03 -0.10 -0.04
553.95 3.57 0.14 0.03 -0.10 -0.03
553.96 3.58 0.14 0.03 -0.10 -0.03
553.97 3.58 0.14 0.03 -0.10 -0.03
553.98 3.59 0.14 0.03 -0.10 -0.03
553.99 3.60 0.14 0.03 -0.10 -0.03
554.00 3.61 0.14 0.03 -0.10 -0.03
554.01 3.62 0.13 0.03 -0.10 -0.03
554.02 3.62 0.13 0.03 -0.10 -0.03
554.03 3.63 0.13 0.03 -0.10 -0.03
554.04 3.63 0.13 0.03 -0.10 -0.03
554.05 3.63 0.13 0.03 -0.10 -0.03
554.06 3.63 0.13 0.03 -0.10 -0.03
554.07 3.62 0.13 0.03 -0.10 -0.03
554.08 3.62 0.13 0.03 -0.10 -0.03
554.09 3.62 0.13 0.03 -0.09 -0.03
554.10 3.62 0.13 0.03 -0.09 -0.02
554.11 3.61 0.12 0.03 -0.09 -0.02
554.12 3.61 0.12 0.03 -0.09 -0.02
554.13 3.62 0.12 0.03 -0.09 -0.02
554.14 3.62 0.12 0.03 -0.09 -0.02
554.15 3.62 0.12 0.03 -0.09 -0.02
554.16 3.63 0.12 0.03 -0.08 -0.02
554.17 3.64 0.12 0.03 -0.08 -0.02
554.18 3.65 0.12 0.03 -0.08 -0.02
554.19 3.66 0.12 0.03 -0.08 -0.02
554.20 3.67 0.12 0.02 -0.08 -0.02
554.21 3.67 0.12 0.02 -0.07 -0.02
554.22 3.68 0.12 0.02 -0.07 -0.02
554.23 3.68 0.11 0.02 -0.07 -0.02
554.24 3.68 0.11 0.02 -0.06 -0.02
554.25 3.67 0.11 0.02 -0.06 -0.01
554.26 3.66 0.11 0.02 -0.06 -0.01
554.27 3.65 0.11 0.02 -0.06 -0.01
554.28 3.64 0.11 0.02 -0.05 -0.01
554.29 3.63 0.11 0.02 -0.05 -0.01
554.30 3.61 0.11 0.02 -0.05 -0.01
554.31 3.60 0.11 0.02 -0.04 -0.01
554.32 3.59 0.11 0.02 -0.04 -0.01
554.33 3.58 0.11 0.02 -0.04 -0.01
554.34 3.58 0.11 0.02 -0.04 -0.01
554.35 3.58 0.11 0.02 -0.03 -0.01
554.36 3.58 0.11 0.02 -0.03 -0.01
554.37 3.59 0.11 0.02 -0.03 -0.01
554.38 3.60 0.11 0.02 -0.03 -0.01
554.39 3.62 0.11 0.02 -0.02 -0.01
554.40 3.64 0.11 0.02 -0.02 -0.01
554.41 3.65 0.11 0.02 -0.02 -0.00
554.42 3.67 0.11 0.02 -0.01 -0.00
554.43 3.69 0.11 0.02 -0.01 -0.00
554.44 3.70 0.11 0.02 -0.00 -0.00
554.45 3.71 0.11 0.02 -0.00 -0.00
554.46 3.72 0.11 0.02 0.00 -0.00
554.47 3.72 0.11 0.02 0.01 -0.00
554.48 3.72 0.11 0.02 0.01 -0.00
554.49 3.72 0.11 0.02 0.02 0.00
554.50 3.71 0.11 0.02 0.02 0.00
554.51 3.71 0.11 0.02 0.02 0.00
554.52 3.70 0.11 0.02 0.03 0.00
554.53 3.69 0.11 0.02 0.03 0.00
554.54 3.68 0.11 0.02 0.03 0.00
554.55 3.67 0.11 0.02 0.04 0.00
554.56 3.67 0.11 0.02 0.04 0.00
554.57 3.67 0.11 0.02 0.04 0.01
554.58 3.67 0.11 0.02 0.05 0.01
554.59 3.67 0.11 0.02 0.05 0.01
554.60 3.67 0.11 0.02 0.05 0.01
554.61 3.68 0.11 0.02 0.06 0.01
554.62 3.70 0.11 0.02 0.06 0.01
554.63 3.71 0.11 0.02 0.06 0.01
554.64 3.73 0.11 0.02 0.07 0.01
554.65 3.74 0.11 0.02 0.07 0.01
554.66 3.76 0.11 0.02 0.07 0.01
554.67 3.78 0.12 0.02 0.08 0.01
554.68 3.80 0.12 0.02 0.08 0.01
554.69 3.81 0.12 0.02 0.08 0.01
554.70 3.82 0.12 0.02 0.09 0.01
554.71 3.83 0.12 0.02 0.09 0.01
554.72 3.84 0.12 0.02 0.09 0.02
554.73 3.84 0.12 0.02 0.10 0.02
554.74 3.84 0.12 0.02 0.10 0.02
554.75 3.84 0.12 0.02 0.10 0.02
554.76 3.83 0.12 0.02 0.11 0.02
554.77 3.82 0.12 0.02 0.11 0.02
554.78 3.81 0.13 0.03 0.11 0.02
554.79 3.79 0.13 0.03 0.11 0.02
554.80 3.78 0.13 0.03 0.12 0.02
554.81 3.77 0.13 0.03 0.12 0.02
554.82 3.76 0.13 0.03 0.12 0.02
554.83 3.75 0.13 0.03 0.12 0.02
554.84 3.75 0.13 0.03 0.12 0.02
554.85 3.75 0.13 0.03 0.12 0.03
554.86 3.75 0.14 0.03 0.12 0.03
554.87 3.76 0.14 0.03 0.12 0.03
554.88 3.76 0.14 0.03 0.13 0.03
554.89 3.77 0.14 0.03 0.13 0.03
554.90 3.78 0.14 0.03 0.13 0.03
554.91 3.79 0.14 0.03 0.13 0.03
554.92 3.79 0.14 0.03 0.13 0.03
554.93 3.80 0.14 0.03 0.13 0.03
554.94 3.80 0.15 0.03 0.13 0.03
554.95 3.79 0.15 0.03 0.13 0.03
554.96 3.79 0.15 0.03 0.13 0.03
554.97 3.78 0.15 0.03 0.13 0.04
554.98 3.77 0.15 0.03 0.13 0.04
554.99 3.76 0.15 0.03 0.13 0.04
555.00 3.75 0.15 0.03 0.13 0.04
555.01 3.75 0.15 0.03 0.13 0.04
555.02 3.74 0.16 0.03 0.12 0.04
555.03 3.74 0.16 0.03 0.12 0.04
555.04 3.74 0.16 0.03 0.12 0.04
555.05 3.74 0.16 0.03 0.12 0.04
555.06 3.75 0.16 0.03 0.12 0.04
555.07 3.76 0.16 0.03 0.12 0.04
555.08 3.77 0.16 0.03 0.12 0.05
555.09 3.78 0.16 0.04 0.11 0.05
555.10 3.79 0.17 0.04 0.11 0.05
555.11 3.80 0.17 0.04 0.11 0.05
555.12 3.81 0.17 0.04 0.11 0.05
555.13 3.81 0.17 0.04 0.11 0.05
555.14 3.82 0.17 0.04 0.10 0.05
555.15 3.82 0.17 0.04 0.10 0.05
555.16 3.82 0.17 0.04 0.10 0.05
555.17 3.81 0.17 0.04 0.10 0.05
555.18 3.81 0.17 0.04 0.10 0.05
555.19 3.80 0.17 0.04 0.10 0.05
555.20 3.80 0.18 0.04 0.09 0.06
555.21 3.80 0.18 0.04 0.09 0.06
555.22 3.80 0.18 0.04 0.09 0.06
555.23 3.80 0.18 0.04 0.09 0.06
555.24 3.80 0.18 0.04 0.08 0.06
555.25 3.81 0.18 0.04 0.08 0.06
555.26 3.82 0.18 0.04 0.08 0.06
555.27 3.84 0.18 0.04 0.08 0.06
555.28 3.85 0.18 0.05 0.07 0.06
555.29 3.86 0.18 0.05 0.07 0.06
555.30 3.88 0.18 0.05 0.07 0.06
555.31 3.89 0.18 0.05 0.07 0.06
555.32 3.90 0.18 0.05 0.07 0.06
555.33 3.91 0.19 0.05 0.06 0.07
555.34 3.92 0.19 0.05 0.06 0.07
555.35 3.92 0.19 0.05 0.06 0.07
555.36 3.93 0.19 0.05 0.06 0.07
555.37 3.93 0.19 0.05 0.06 0.07
555.38 3.93 0.19 0.05 0.06 0.07
555.39 3.94 0.19 0.05 0.06 0.07
555.40 3.94 0.19 0.05 0.05 0.07
555.41 3.94 0.19 0.05 0.05 0.07
555.42 3.95 0.19 0.05 0.05 0.07
555.43 3.96 0.19 0.06 0.05 0.07
555.44 3.96 0.19 0.06 0.05 0.07
555.45 3.97 0.19 0.06 0.05 0.07
555.46 3.98 0.19 0.06 0.05 0.07
555.47 3.98 0.19 0.06 0.05 0.07
555.48 3.99 0.19 0.06 0.05 0.07
555.49 3.99 0.19 0.06 0.05 0.07
555.50 4.00 0.19 0.06 0.05 0.07
555.51 4.00 0.20 0.06 0.05 0.07
555.52 3.99 0.20 0.06 0.05 0.07
555.53 3.99 0.20 0.06 0.04 0.07
555.54 3.98 0.20 0.06 0.04 0.07
555.55 3.97 0.20 0.06 0.04 0.07
555.56 3.96 0.20 0.06 0.04 0.07
555.57 3.95 0.20 0.07 0.04 0.07
555.58 3.94 0.20 0.07 0.04 0.07
555.59 3.93 0.20 0.07 0.04 0.07
555.60 3.91 0.20 0.07 0.04 0.07
555.61 3.90 0.20 0.07 0.04 0.07
555.62 3.89 0.20 0.07 0.04 0.07
555.63 3.88 0.20 0.07 0.04 0.07
555.64 3.87 0.20 0.07 0.04 0.07
555.65 3.87 0.20 0.07 0.04 0.07
555.66 3.86 0.20 0.07 0.04 0.07
555.67 3.86 0.20 0.07 0.03 0.07
555.68 3.85 0.20 0.07 0.03 0.07
555.69 3.85 0.20 0.07 0.03 0.07
555.70 3.85 0.20 0.08 0.03 0.07
555.71 3.85 0.20 0.08 0.03 0.07
555.72 3.86 0.20 0.08 0.03 0.07
555.73 3.87 0.20 0.08 0.03 0.07
555.74 3.87 0.20 0.08 0.03 0.07
555.75 3.88 0.20 0.08 0.03 0.07
555.76 3.90 0.20 0.08 0.03 0.07
555.77 3.91 0.20 0.08 0.03 0.07
555.78 3.92 0.20 0.08 0.03 0.07
555.79 3.93 0.21 0.08 0.03 0.07
555.80 3.95 0.21 0.08 0.03 0.07
555.81 3.96 0.21 0.08 0.03 0.07
555.82 3.97 0.21 0.08 0.03 0.07
555.83 3.98 0.21 0.08 0.03 0.07
555.84 3.99 0.21 0.09 0.03 0.07
555.85 4.00 0.21 0.09 0.03 0.07
555.86 4.00 0.21 0.09 0.04 0.07
555.87 4.00 0.21 0.09 0.04 0.06
555.88 4.00 0.21 0.09 0.04 0.06
555.89 3.99 0.21 0.09 0.04 0.06
555.90 3.99 0.21 0.09 0.04 0.06
555.91 3.98 0.21 0.09 0.04 0.06
555.92 3.98 0.21 0.09 0.04 0.06
555.93 3.97 0.21 0.09 0.05 0.06
555.94 3.97 0.21 0.09 0.05 0.06
555.95 3.97 0.21 0.09 0.05 0.06
555.96 3.97 0.21 0.09 0.05 0.06
555.97 3.97 0.21 0.09 0.05 0.06
555.98 3.97 0.21 0.09 0.05 0.06
555.99 3.97 0.21 0.09 0.05 0.06
556.00 3.98 0.21 0.09 0.06 0.05
556.01 3.98 0.21 0.10 0.06 0.05
556.02 3.99 0.22 0.10 0.06 0.05
556.03 3.99 0.22 0.10 0.06 0.05
556.04 4.00 0.22 0.10 0.06 0.05
556.05 4.00 0.22 0.10 0.06 0.05
556.06 4.01 0.22 0.10 0.06 0.05
556.07 4.01 0.22 0.10 0.07 0.05
556.08 4.01 0.22 0.10 0.07 0.05
556.09 4.01 0.22 0.10 0.07 0.05
556.10 4.01 0.22 0.10 0.07 0.04
556.11 4.01 0.22 0.10 0.07 0.04
556.12 4.01 0.22 0.10 0.07 0.04
556.13 4.01 0.22 0.10 0.08 0.04
556.14 4.01 0.22 0.10 0.08 0.04
556.15 4.01 0.22 0.10 0.08 0.04
556.16 4.01 0.22 0.10 0.08 0.04
556.17 4.02 0.23 0.10 0.08 0.04
556.18 4.03 0.23 0.10 0.08 0.04
556.19 4.03 0.23 0.10 0.08 0.04
556.20 4.04 0.23 0.10 0.08 0.03
556.21 4.05 0.23 0.10 0.09 0.03
556.22 4.06 0.23 0.10 0.09 0.03
556.23 4.06 0.23 0.10 0.09 0.03
556.24 4.07 0.23 0.11 0.09 0.03
556.25 4.07 0.23 0.11 0.09 0.03
556.26 4.08 0.23 0.11 0.09 0.03
556.27 4.08 0.23 0.11 0.09 0.03
556.28 4.08 0.24 0.11 0.09 0.03
556.29 4.08 0.24 0.11 0.10 0.02
556.30 4.08 0.24 0.11 0.10 0.02
556.31 4.07 0.24 0.11 0.10 0.02
556.32 4.07 0.24 0.11 0.10 0.02
556.33 4.07 0.24 0.11 0.10 0.02
556.34 4.07 0.24 0.11 0.10 0.02
556.35 4.07 0.24 0.11 0.10 0.02
556.36 4.07 0.24 0.11 0.10 0.02
556.37 4.07 0.24 0.11 0.10 0.02
556.38 4.07 0.25 0.11 0.10 0.01
556.39 4.07 0.25 0.11 0.10 0.01
556.40 4.07 0.25 0.11 0.10 0.01
556.41 4.07 0.25 0.11 0.10 0.01
556.42 4.07 0.25 0.11 0.10 0.01
556.43 4.07 0.25 0.11 0.10 0.01
556.44 4.06 0.25 0.11 0.09 0.01
556.45 4.06 0.25 0.11 0.09 0.01
556.46 4.05 0.25 0.11 0.09 0.01
556.47 4.05 0.25 0.11 0.09 0.01
556.48 4.04 0.25 0.11 0.09 0.01
556.49 4.04 0.26 0.11 0.09 0.00
556.50 4.03 0.26 0.11 0.09 0.00
556.51 4.03 0.26 0.11 0.08 0.00
556.52 4.03 0.26 0.11 0.08 0.00
556.53 4.03 0.26 0.11 0.08 0.00
556.54 4.03 0.26 0.11 0.08 -0.00
556.55 4.03 0.26 0.11 0.07 -0.00
556.56 4.04 0.26 0.11 0.07 -0.00
556.57 4.05 0.26 0.11 0.07 -0.00
556.58 4.06 0.26 0.11 0.07 -0.00
556.59 4.07 0.26 0.11 0.06 -0.00
556.60 4.08 0.26 0.11 0.06 -0.01
556.61 4.08 0.26 0.11 0.06 -0.01
556.62 4.09 0.26 0.11 0.06 -0.01
556.63 4.10 0.27 0.11 0.05 -0.01
556.64 4.10 0.27 0.11 0.05 -0.01
556.65 4.11 0.27 0.11 0.05 -0.01
556.66 4.11 0.27 0.11 0.05 -0.01
556.67 4.11 0.27 0.11 0.04 -0.01
556.68 4.11 0.27 0.11 0.04 -0.01
556.69 4.11 0.27 0.11 0.04 -0.01
556.70 4.11 0.27 0.11 0.03 -0.01
556.71 4.11 0.27 0.11 0.03 -0.01
556.72 4.11 0.27 0.11 0.03 -0.01
556.73 4.11 0.27 0.11 0.02 -0.01
556.74 4.11 0.27 0.11 0.02 -0.02
556.75 4.10 0.27 0.11 0.02 -0.02
556.76 4.10 0.27 0.11 0.01 -0.02
556.77 4.10 0.27 0.11 0.01 -0.02
556.78 4.09 0.27 0.11 0.01 -0.02
556.79 4.09 0.27 0.11 0.00 -0.02
556.80 4.08 0.27 0.11 -0.00 -0.02
556.81 4.08 0.27 0.11 -0.00 -0.02
556.82 4.07 0.27 0.11 -0.01 -0.02
556.83 4.07 0.27 0.11 -0.01 -0.02
556.84 4.06 0.27 0.11 -0.02 -0.02
556.85 4.06 0.27 0.11 -0.02 -0.02
556.86 4.05 0.27 0.11 -0.02 -0.02
556.87 4.05 0.27 0.11 -0.03 -0.02
556.88 4.05 0.27 0.11 -0.03 -0.02
556.89 4.05 0.27 0.10 -0.04 -0.02
556.90 4.05 0.27 0.10 -0.04 -0.02
556.91 4.05 0.27 0.10 -0.04 -0.02
556.92 4.05 0.27 0.10 -0.05 -0.03
556.93 4.05 0.27 0.10 -0.05 -0.03
556.94 4.05 0.27 0.10 -0.06 -0.03
556.95 4.05 0.27 0.10 -0.06 -0.03
556.96 4.05 0.27 0.10 -0.06 -0.03
556.97 4.05 0.26 0.10 -0.07 -0.03
556.98 4.05 0.26 0.10 -0.07 -0.03
556.99 4.04 0.26 0.10 -0.08 -0.03
557.00 4.04 0.26 0.10 -0.08 -0.03
557.01 4.03 0.26 0.10 -0.08 -0.03
557.02 4.03 0.26 0.10 -0.09 -0.03
557.03 4.02 0.26 0.10 -0.09 -0.03
557.04 4.02 0.26 0.10 -0.09 -0.03
557.05 4.02 0.26 0.10 -0.10 -0.03
557.06 4.02 0.26 0.10 -0.10 -0.03
557.07 4.02 0.26 0.10 -0.10 -0.03
557.08 4.03 0.25 0.10 -0.11 -0.03
557.09 4.03 0.25 0.10 -0.11 -0.03
557.10 4.04 0.25 0.10 -0.11 -0.03
557.11 4.05 0.25 0.10 -0.12 -0.04
557.12 4.06 0.25 0.10 -0.12 -0.04
557.13 4.06 0.25 0.10 -0.12 -0.04
557.14 4.07 0.25 0.10 -0.12 -0.04
557.15 4.08 0.25 0.10 -0.12 -0.04
557.16 4.08 0.25 0.10 -0.13 -0.04
557.17 4.08 0.24 0.10 -0.13 -0.04
557.18 4.08 0.24 0.10 -0.13 -0.04
557.19 4.08 0.24 0.10 -0.13 -0.04
557.20 4.08 0.24 0.09 -0.13 -0.04
557.21 4.08 0.24 0.09 -0.13 -0.04
557.22 4.08 0.24 0.09 -0.13 -0.04
557.23 4.07 0.24 0.09 -0.14 -0.04
557.24 4.07 0.23 0.09 -0.14 -0.04
557.25 4.07 0.23 0.09 -0.14 -0.04
557.26 4.06 0.23 0.09 -0.14 -0.04
557.27 4.06 0.23 0.09 -0.14 -0.04
557.28 4.06 0.23 0.09 -0.14 -0.04
557.29 4.06 0.23 0.09 -0.14 -0.04
557.30 4.05 0.23 0.09 -0.14 -0.05
557.31 4.05 0.23 0.09 -0.14 -0.05
557.32 4.05 0.22 0.09 -0.14 -0.05
557.33 4.04 0.22 0.09 -0.14 -0.05
557.34 4.04 0.22 0.09 -0.14 -0.05
557.35 4.03 0.22 0.09 -0.14 -0.05
557.36 4.02 0.22 0.09 -0.14 -0.05
557.37 4.01 0.22 0.09 -0.14 -0.05
557.38 4.01 0.22 0.09 -0.14 -0.05
557.39 4.00 0.21 0.09 -0.14 -0.05
557.40 3.99 0.21 0.09 -0.14 -0.05
557.41 3.98 0.21 0.09 -0.14 -0.05
557.42 3.98 0.21 0.08 -0.14 -0.05
557.43 3.97 0.21 0.08 -0.13 -0.05
557.44 3.96 0.21 0.08 -0.13 -0.05
557.45 3.96 0.21 0.08 -0.13 -0.05
557.46 3.95 0.20 0.08 -0.13 -0.05
557.47 3.95 0.20 0.08 -0.13 -0.05
557.48 3.95 0.20 0.08 -0.13 -0.05
557.49 3.95 0.20 0.08 -0.13 -0.06
557.50 3.94 0.20 0.08 -0.13 -0.06
557.51 3.95 0.20 0.08 -0.13 -0.06
557.52 3.95 0.20 0.08 -0.13 -0.06
557.53 3.95 0.20 0.08 -0.12 -0.06
557.54 3.95 0.19 0.08 -0.12 -0.06
557.55 3.95 0.19 0.08 -0.12 -0.06
557.56 3.96 0.19 0.08 -0.12 -0.06
557.57 3.96 0.19 0.08 -0.12 -0.06
557.58 3.96 0.19 0.08 -0.11 -0.06
557.59 3.97 0.19 0.08 -0.11 -0.06
557.60 3.97 0.19 0.07 -0.11 -0.06
557.61 3.97 0.19 0.07 -0.11 -0.06
557.62 3.98 0.19 0.07 -0.11 -0.06
557.63 3.98 0.18 0.07 -0.10 -0.06
557.64 3.98 0.18 0.07 -0.10 -0.06
557.65 3.98 0.18 0.07 -0.10 -0.06
557.66 3.98 0.18 0.07 -0.09 -0.06
557.67 3.98 0.18 0.07 -0.09 -0.06
557.68 3.99 0.18 0.07 -0.09 -0.06
557.69 3.99 0.18 0.07 -0.09 -0.06
557.70 3.99 0.18 0.07 -0.08 -0.06
557.71 3.99 0.18 0.07 -0.08 -0.06
557.72 3.99 0.18 0.07 -0.08 -0.07
557.73 3.99 0.18 0.07 -0.07 -0.07
557.74 3.99 0.17 0.07 -0.07 -0.07
557.75 3.99 0.17 0.07 -0.07 -0.07
557.76 3.99 0.17 0.06 -0.07 -0.07
557.77 4.00 0.17 0.06 -0.06 -0.07
557.78 4.00 0.17 0.06 -0.06 -0.07
557.79 3.99 0.17 0.06 -0.06 -0.07
557.80 3.99 0.17 0.06 -0.05 -0.07
557.81 3.99 0.17 0.06 -0.05 -0.07
557.82 3.99 0.17 0.06 -0.05 -0.07
557.83 3.98 0.17 0.06 -0.04 -0.07
557.84 3.97 0.17 0.06 -0.04 -0.07
557.85 3.97 0.17 0.06 -0.04 -0.07
557.86 3.96 0.17 0.06 -0.04 -0.07
557.87 3.95 0.17 0.06 -0.03 -0.07
557.88 3.94 0.17 0.06 -0.03 -0.07
557.89 3.93 0.17 0.06 -0.03 -0.07
557.90 3.92 0.17 0.06 -0.03 -0.07
557.91 3.92 0.17 0.05 -0.03 -0.07
557.92 3.92 0.17 0.05 -0.02 -0.07
557.93 3.92 0.17 0.05 -0.02 -0.07
557.94 3.92 0.17 0.05 -0.02 -0.07
557.95 3.92 0.17 0.05 -0.02 -0.07
557.96 3.93 0.17 0.05 -0.02 -0.07
557.97 3.94 0.17 0.05 -0.02 -0.07
557.98 3.95 0.17 0.05 -0.01 -0.07
557.99 3.97 0.17 0.05 -0.01 -0.07
558.00 3.98 0.16 0.05 -0.01 -0.06
558.01 4.00 0.16 0.05 -0.01 -0.06
558.02 4.02 0.16 0.05 -0.01 -0.06
558.03 4.03 0.16 0.05 -0.00 -0.06
558.04 4.05 0.16 0.05 -0.00 -0.06
558.05 4.06 0.16 0.05 0.00 -0.06
558.06 4.07 0.16 0.04 0.00 -0.06
558.07 4.08 0.16 0.04 0.00 -0.06
558.08 4.08 0.16 0.04 0.01 -0.06
558.09 4.08 0.16 0.04 0.01 -0.06
558.10 4.08 0.16 0.04 0.01 -0.06
558.11 4.08 0.17 0.04 0.01 -0.06
558.12 4.08 0.17 0.04 0.01 -0.06
558.13 4.08 0.17 0.04 0.02 -0.06
558.14 4.07 0.17 0.04 0.02 -0.06
558.15 4.07 0.17 0.04 0.02 -0.06
558.16 4.06 0.17 0.04 0.02 -0.06
558.17 4.06 0.17 0.04 0.02 -0.06
558.18 4.05 0.17 0.04 0.02 -0.05
558.19 4.05 0.17 0.04 0.02 -0.05
558.20 4.05 0.17 0.04 0.02 -0.05
558.21 4.05 0.17 0.04 0.02 -0.05
558.22 4.05 0.17 0.04 0.02 -0.05
558.23 4.05 0.17 0.04 0.02 -0.05
558.24 4.05 0.17 0.03 0.02 -0.05
558.25 4.06 0.17 0.03 0.02 -0.05
558.26 4.06 0.17 0.03 0.02 -0.05
558.27 4.06 0.17 0.03 0.02 -0.05
558.28 4.06 0.17 0.03 0.02 -0.04
558.29 4.07 0.17 0.03 0.02 -0.04
558.30 4.07 0.17 0.03 0.02 -0.04
558.31 4.07 0.17 0.03 0.02 -0.04
