TI=0.05 | U_mean=4.00 | Ct_used=0.92 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_4_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
558.32 4.08 0.17 0.03 0.02 -0.04
558.33 4.08 0.17 0.03 0.02 -0.04
558.34 4.08 0.17 0.03 0.02 -0.04
558.35 4.09 0.17 0.03 0.02 -0.04
558.36 4.09 0.17 0.03 0.02 -0.04
558.37 4.10 0.17 0.03 0.02 -0.03
558.38 4.10 0.17 0.03 0.02 -0.03
558.39 4.10 0.17 0.03 0.02 -0.03
558.40 4.10 0.17 0.03 0.02 -0.03
558.41 4.09 0.17 0.03 0.02 -0.03
558.42 4.09 0.17 0.03 0.02 -0.03
558.43 4.08 0.17 0.03 0.02 -0.03
558.44 4.07 0.17 0.03 0.01 -0.03
558.45 4.06 0.17 0.03 0.01 -0.02
558.46 4.05 0.17 0.03 0.01 -0.02
558.47 4.03 0.17 0.03 0.01 -0.02
558.48 4.02 0.17 0.03 0.01 -0.02
558.49 4.01 0.17 0.03 0.01 -0.02
558.50 4.00 0.17 0.03 0.00 -0.02
558.51 3.99 0.17 0.03 0.00 -0.02
558.52 3.99 0.17 0.03 -0.00 -0.01
558.53 3.99 0.17 0.03 -0.00 -0.01
558.54 3.99 0.17 0.03 -0.01 -0.01
558.55 3.99 0.17 0.03 -0.01 -0.01
558.56 4.00 0.17 0.03 -0.01 -0.01
558.57 4.00 0.17 0.02 -0.01 -0.01
558.58 4.01 0.17 0.02 -0.01 -0.01
558.59 4.01 0.17 0.02 -0.02 -0.00
558.60 4.02 0.17 0.02 -0.02 -0.00
558.61 4.02 0.17 0.02 -0.02 -0.00
558.62 4.02 0.17 0.02 -0.02 0.00
558.63 4.02 0.17 0.02 -0.02 0.00
558.64 4.01 0.17 0.02 -0.03 0.00
558.65 4.01 0.17 0.02 -0.03 0.00
558.66 4.00 0.17 0.02 -0.03 0.01
558.67 4.00 0.17 0.03 -0.03 0.01
558.68 4.00 0.17 0.03 -0.03 0.01
558.69 4.00 0.17 0.03 -0.04 0.01
558.70 4.00 0.17 0.03 -0.04 0.01
558.71 4.00 0.17 0.03 -0.04 0.01
558.72 4.00 0.17 0.03 -0.04 0.01
558.73 4.01 0.17 0.03 -0.04 0.02
558.74 4.02 0.17 0.03 -0.04 0.02
558.75 4.03 0.17 0.03 -0.05 0.02
558.76 4.04 0.17 0.03 -0.05 0.02
558.77 4.04 0.17 0.03 -0.05 0.02
558.78 4.05 0.17 0.03 -0.05 0.02
558.79 4.06 0.17 0.03 -0.05 0.02
558.80 4.06 0.16 0.03 -0.05 0.02
558.81 4.06 0.16 0.03 -0.05 0.03
558.82 4.06 0.16 0.03 -0.05 0.03
558.83 4.06 0.16 0.03 -0.05 0.03
558.84 4.06 0.16 0.03 -0.05 0.03
558.85 4.05 0.16 0.03 -0.05 0.03
558.86 4.05 0.16 0.03 -0.05 0.03
558.87 4.04 0.16 0.03 -0.05 0.03
558.88 4.04 0.16 0.03 -0.05 0.03
558.89 4.04 0.16 0.03 -0.05 0.04
558.90 4.04 0.16 0.03 -0.05 0.04
558.91 4.04 0.16 0.03 -0.05 0.04
558.92 4.04 0.16 0.03 -0.05 0.04
558.93 4.04 0.16 0.03 -0.05 0.04
558.94 4.04 0.16 0.03 -0.04 0.04
558.95 4.04 0.16 0.03 -0.04 0.04
558.96 4.04 0.16 0.03 -0.04 0.04
558.97 4.04 0.16 0.03 -0.04 0.04
558.98 4.04 0.16 0.03 -0.04 0.04
558.99 4.04 0.16 0.03 -0.04 0.04
559.00 4.03 0.16 0.03 -0.04 0.05
559.01 4.02 0.16 0.03 -0.03 0.05
559.02 4.02 0.15 0.04 -0.03 0.05
559.03 4.01 0.15 0.04 -0.03 0.05
559.04 4.01 0.15 0.04 -0.03 0.05
559.05 4.00 0.15 0.04 -0.03 0.05
559.06 4.01 0.15 0.04 -0.02 0.05
559.07 4.01 0.15 0.04 -0.02 0.05
559.08 4.02 0.15 0.04 -0.02 0.05
559.09 4.03 0.15 0.04 -0.02 0.05
559.10 4.04 0.15 0.04 -0.01 0.05
559.11 4.05 0.15 0.04 -0.01 0.05
559.12 4.07 0.15 0.04 -0.01 0.05
559.13 4.08 0.15 0.04 -0.01 0.05
559.14 4.09 0.15 0.04 -0.00 0.05
559.15 4.10 0.15 0.04 0.00 0.05
559.16 4.11 0.15 0.04 0.01 0.05
559.17 4.11 0.15 0.04 0.01 0.06
559.18 4.11 0.15 0.04 0.01 0.06
559.19 4.10 0.15 0.04 0.02 0.06
559.20 4.09 0.15 0.04 0.02 0.06
559.21 4.08 0.15 0.05 0.03 0.06
559.22 4.07 0.15 0.05 0.03 0.06
559.23 4.06 0.15 0.05 0.03 0.06
559.24 4.05 0.15 0.05 0.04 0.06
559.25 4.04 0.15 0.05 0.04 0.06
559.26 4.04 0.16 0.05 0.04 0.06
559.27 4.04 0.16 0.05 0.05 0.06
559.28 4.04 0.16 0.05 0.05 0.06
559.29 4.05 0.16 0.05 0.06 0.06
559.30 4.06 0.16 0.05 0.06 0.06
559.31 4.07 0.16 0.05 0.06 0.06
559.32 4.09 0.16 0.05 0.07 0.06
559.33 4.11 0.16 0.05 0.07 0.06
559.34 4.12 0.16 0.05 0.08 0.06
559.35 4.14 0.16 0.05 0.08 0.06
559.36 4.15 0.16 0.05 0.09 0.06
559.37 4.16 0.16 0.05 0.09 0.06
559.38 4.16 0.16 0.06 0.10 0.06
559.39 4.15 0.16 0.06 0.10 0.06
559.40 4.14 0.17 0.06 0.10 0.06
559.41 4.13 0.17 0.06 0.11 0.06
559.42 4.12 0.17 0.06 0.11 0.06
559.43 4.10 0.17 0.06 0.12 0.06
559.44 4.08 0.17 0.06 0.12 0.06
559.45 4.07 0.17 0.06 0.12 0.06
559.46 4.05 0.17 0.06 0.13 0.06
559.47 4.04 0.17 0.06 0.13 0.06
559.48 4.04 0.17 0.06 0.13 0.06
559.49 4.03 0.18 0.06 0.14 0.06
559.50 4.04 0.18 0.06 0.14 0.06
559.51 4.04 0.18 0.06 0.14 0.06
559.52 4.05 0.18 0.06 0.14 0.06
559.53 4.06 0.18 0.06 0.14 0.06
559.54 4.08 0.18 0.06 0.15 0.06
559.55 4.09 0.18 0.07 0.15 0.06
559.56 4.11 0.19 0.07 0.15 0.06
559.57 4.12 0.19 0.07 0.15 0.06
559.58 4.13 0.19 0.07 0.16 0.06
559.59 4.14 0.19 0.07 0.16 0.06
559.60 4.14 0.19 0.07 0.16 0.06
559.61 4.15 0.19 0.07 0.16 0.06
559.62 4.15 0.20 0.07 0.17 0.06
559.63 4.15 0.20 0.07 0.17 0.06
559.64 4.15 0.20 0.07 0.17 0.06
559.65 4.15 0.20 0.07 0.17 0.06
559.66 4.15 0.20 0.07 0.17 0.06
559.67 4.15 0.20 0.07 0.17 0.06
559.68 4.15 0.21 0.07 0.17 0.06
559.69 4.16 0.21 0.07 0.18 0.06
559.70 4.16 0.21 0.07 0.18 0.06
559.71 4.16 0.21 0.07 0.18 0.06
559.72 4.17 0.21 0.08 0.18 0.06
559.73 4.17 0.21 0.08 0.18 0.06
559.74 4.17 0.22 0.08 0.18 0.06
559.75 4.17 0.22 0.08 0.18 0.06
559.76 4.17 0.22 0.08 0.18 0.06
559.77 4.17 0.22 0.08 0.18 0.06
559.78 4.17 0.22 0.08 0.18 0.06
559.79 4.17 0.23 0.08 0.18 0.06
559.80 4.16 0.23 0.08 0.18 0.06
559.81 4.16 0.23 0.08 0.18 0.06
559.82 4.16 0.23 0.08 0.17 0.06
559.83 4.15 0.23 0.08 0.17 0.06
559.84 4.16 0.23 0.08 0.17 0.06
559.85 4.16 0.24 0.08 0.17 0.06
559.86 4.16 0.24 0.08 0.17 0.06
559.87 4.17 0.24 0.08 0.17 0.06
559.88 4.18 0.24 0.08 0.16 0.06
559.89 4.19 0.24 0.08 0.16 0.06
559.90 4.20 0.24 0.09 0.16 0.06
559.91 4.20 0.25 0.09 0.16 0.06
559.92 4.21 0.25 0.09 0.16 0.06
559.93 4.21 0.25 0.09 0.15 0.06
559.94 4.21 0.25 0.09 0.15 0.06
559.95 4.21 0.25 0.09 0.15 0.06
559.96 4.20 0.25 0.09 0.15 0.06
559.97 4.19 0.26 0.09 0.14 0.06
559.98 4.18 0.26 0.09 0.14 0.06
559.99 4.17 0.26 0.09 0.14 0.06
560.00 4.16 0.26 0.09 0.13 0.06
560.01 4.15 0.26 0.09 0.13 0.06
560.02 4.14 0.26 0.09 0.12 0.05
560.03 4.14 0.26 0.09 0.12 0.05
560.04 4.13 0.26 0.09 0.12 0.05
560.05 4.13 0.27 0.09 0.11 0.05
560.06 4.13 0.27 0.09 0.11 0.05
560.07 4.13 0.27 0.09 0.10 0.05
560.08 4.13 0.27 0.10 0.10 0.05
560.09 4.13 0.27 0.10 0.09 0.05
560.10 4.14 0.27 0.10 0.09 0.05
560.11 4.14 0.27 0.10 0.08 0.05
560.12 4.14 0.27 0.10 0.08 0.05
560.13 4.14 0.27 0.10 0.07 0.05
560.14 4.14 0.27 0.10 0.07 0.05
560.15 4.14 0.27 0.10 0.07 0.05
560.16 4.14 0.27 0.10 0.06 0.05
560.17 4.14 0.28 0.10 0.06 0.05
560.18 4.14 0.28 0.10 0.05 0.05
560.19 4.14 0.28 0.10 0.05 0.05
560.20 4.15 0.28 0.10 0.04 0.05
560.21 4.15 0.28 0.10 0.04 0.05
560.22 4.15 0.28 0.10 0.03 0.05
560.23 4.15 0.28 0.10 0.03 0.05
560.24 4.15 0.28 0.10 0.02 0.05
560.25 4.15 0.28 0.10 0.02 0.05
560.26 4.14 0.28 0.10 0.01 0.05
560.27 4.14 0.28 0.11 0.01 0.05
560.28 4.13 0.28 0.11 0.00 0.05
560.29 4.12 0.28 0.11 -0.00 0.05
560.30 4.11 0.28 0.11 -0.01 0.05
560.31 4.10 0.28 0.11 -0.01 0.05
560.32 4.09 0.28 0.11 -0.02 0.05
560.33 4.08 0.28 0.11 -0.02 0.05
560.34 4.08 0.28 0.11 -0.02 0.05
560.35 4.07 0.28 0.11 -0.03 0.05
560.36 4.07 0.28 0.11 -0.03 0.04
560.37 4.07 0.28 0.11 -0.04 0.04
560.38 4.07 0.28 0.11 -0.04 0.04
560.39 4.08 0.28 0.11 -0.05 0.04
560.40 4.08 0.28 0.11 -0.05 0.04
560.41 4.09 0.28 0.11 -0.05 0.04
560.42 4.09 0.27 0.11 -0.06 0.04
560.43 4.09 0.27 0.11 -0.06 0.04
560.44 4.09 0.27 0.11 -0.06 0.04
560.45 4.09 0.27 0.11 -0.07 0.04
560.46 4.08 0.27 0.11 -0.07 0.04
560.47 4.07 0.27 0.11 -0.07 0.04
560.48 4.06 0.27 0.11 -0.08 0.04
560.49 4.05 0.27 0.11 -0.08 0.03
560.50 4.04 0.27 0.11 -0.08 0.03
560.51 4.03 0.27 0.12 -0.09 0.03
560.52 4.02 0.27 0.12 -0.09 0.03
560.53 4.02 0.27 0.12 -0.09 0.03
560.54 4.02 0.27 0.12 -0.09 0.03
560.55 4.02 0.26 0.12 -0.09 0.03
560.56 4.02 0.26 0.12 -0.10 0.03
560.57 4.03 0.26 0.12 -0.10 0.03
560.58 4.03 0.26 0.12 -0.10 0.03
560.59 4.03 0.26 0.12 -0.10 0.02
560.60 4.04 0.26 0.12 -0.10 0.02
560.61 4.03 0.26 0.12 -0.10 0.02
560.62 4.03 0.26 0.12 -0.11 0.02
560.63 4.01 0.26 0.12 -0.11 0.02
560.64 4.00 0.26 0.12 -0.11 0.02
560.65 3.98 0.25 0.12 -0.11 0.02
560.66 3.96 0.25 0.12 -0.11 0.02
560.67 3.94 0.25 0.12 -0.11 0.01
560.68 3.92 0.25 0.12 -0.11 0.01
560.69 3.90 0.25 0.12 -0.11 0.01
560.70 3.89 0.25 0.12 -0.11 0.01
560.71 3.88 0.25 0.12 -0.11 0.01
560.72 3.88 0.25 0.12 -0.11 0.01
560.73 3.88 0.25 0.12 -0.11 0.00
560.74 3.88 0.24 0.12 -0.11 0.00
560.75 3.89 0.24 0.12 -0.11 0.00
560.76 3.90 0.24 0.12 -0.11 0.00
560.77 3.91 0.24 0.12 -0.11 -0.00
560.78 3.92 0.24 0.12 -0.11 -0.00
560.79 3.93 0.24 0.12 -0.11 -0.00
560.80 3.93 0.24 0.12 -0.11 -0.01
560.81 3.93 0.24 0.12 -0.11 -0.01
560.82 3.92 0.24 0.12 -0.11 -0.01
560.83 3.91 0.23 0.12 -0.11 -0.01
560.84 3.90 0.23 0.12 -0.10 -0.01
560.85 3.89 0.23 0.12 -0.10 -0.01
560.86 3.87 0.23 0.12 -0.10 -0.02
560.87 3.86 0.23 0.12 -0.10 -0.02
560.88 3.85 0.23 0.12 -0.10 -0.02
560.89 3.84 0.23 0.12 -0.10 -0.02
560.90 3.84 0.23 0.12 -0.10 -0.02
560.91 3.84 0.23 0.12 -0.09 -0.02
560.92 3.84 0.23 0.12 -0.09 -0.03
560.93 3.85 0.22 0.12 -0.09 -0.03
560.94 3.87 0.22 0.12 -0.09 -0.03
560.95 3.88 0.22 0.12 -0.09 -0.03
560.96 3.90 0.22 0.12 -0.08 -0.03
560.97 3.91 0.22 0.12 -0.08 -0.03
560.98 3.93 0.22 0.12 -0.08 -0.04
560.99 3.94 0.22 0.12 -0.07 -0.04
561.00 3.95 0.22 0.12 -0.07 -0.04
561.01 3.95 0.22 0.11 -0.07 -0.04
561.02 3.95 0.22 0.11 -0.06 -0.04
561.03 3.96 0.22 0.11 -0.06 -0.04
561.04 3.95 0.22 0.11 -0.06 -0.05
561.05 3.95 0.22 0.11 -0.05 -0.05
561.06 3.95 0.22 0.11 -0.05 -0.05
561.07 3.95 0.21 0.11 -0.05 -0.05
561.08 3.95 0.21 0.11 -0.04 -0.05
561.09 3.95 0.21 0.11 -0.04 -0.05
561.10 3.95 0.21 0.11 -0.04 -0.06
561.11 3.95 0.21 0.11 -0.03 -0.06
561.12 3.95 0.21 0.11 -0.03 -0.06
561.13 3.95 0.21 0.11 -0.03 -0.06
561.14 3.95 0.21 0.11 -0.02 -0.06
561.15 3.95 0.21 0.11 -0.02 -0.06
561.16 3.95 0.21 0.11 -0.02 -0.07
561.17 3.95 0.21 0.11 -0.01 -0.07
561.18 3.94 0.21 0.11 -0.01 -0.07
561.19 3.94 0.21 0.10 -0.01 -0.07
561.20 3.94 0.21 0.10 -0.01 -0.07
561.21 3.94 0.21 0.10 -0.00 -0.07
561.22 3.94 0.21 0.10 -0.00 -0.07
561.23 3.94 0.21 0.10 0.00 -0.07
561.24 3.94 0.21 0.10 0.00 -0.08
561.25 3.95 0.21 0.10 0.01 -0.08
561.26 3.95 0.21 0.10 0.01 -0.08
561.27 3.96 0.21 0.10 0.01 -0.08
561.28 3.96 0.21 0.10 0.01 -0.08
561.29 3.96 0.21 0.10 0.02 -0.08
561.30 3.96 0.21 0.10 0.02 -0.08
561.31 3.96 0.21 0.10 0.02 -0.08
561.32 3.96 0.21 0.09 0.02 -0.08
561.33 3.95 0.21 0.09 0.02 -0.08
561.34 3.93 0.21 0.09 0.02 -0.09
561.35 3.92 0.21 0.09 0.02 -0.09
561.36 3.91 0.21 0.09 0.02 -0.09
561.37 3.89 0.21 0.09 0.02 -0.09
561.38 3.88 0.21 0.09 0.02 -0.09
561.39 3.87 0.21 0.09 0.02 -0.09
561.40 3.86 0.21 0.09 0.02 -0.09
561.41 3.85 0.21 0.09 0.02 -0.09
561.42 3.85 0.21 0.09 0.02 -0.09
561.43 3.85 0.22 0.08 0.02 -0.09
561.44 3.85 0.22 0.08 0.02 -0.09
561.45 3.85 0.22 0.08 0.02 -0.09
561.46 3.86 0.22 0.08 0.02 -0.09
561.47 3.87 0.22 0.08 0.01 -0.09
561.48 3.88 0.22 0.08 0.01 -0.09
561.49 3.88 0.22 0.08 0.01 -0.09
561.50 3.88 0.22 0.08 0.01 -0.09
561.51 3.88 0.22 0.08 0.01 -0.09
561.52 3.88 0.22 0.08 0.00 -0.09
561.53 3.87 0.22 0.08 0.00 -0.09
561.54 3.87 0.22 0.07 -0.00 -0.09
561.55 3.85 0.22 0.07 -0.00 -0.09
561.56 3.84 0.22 0.07 -0.01 -0.09
561.57 3.83 0.22 0.07 -0.01 -0.09
561.58 3.82 0.22 0.07 -0.01 -0.09
561.59 3.81 0.22 0.07 -0.02 -0.09
561.60 3.80 0.22 0.07 -0.02 -0.09
561.61 3.79 0.22 0.07 -0.03 -0.09
561.62 3.78 0.22 0.07 -0.03 -0.09
561.63 3.78 0.21 0.07 -0.03 -0.09
561.64 3.77 0.21 0.07 -0.04 -0.09
561.65 3.78 0.21 0.06 -0.04 -0.09
561.66 3.78 0.21 0.06 -0.05 -0.09
561.67 3.78 0.21 0.06 -0.05 -0.09
561.68 3.79 0.21 0.06 -0.06 -0.09
561.69 3.80 0.21 0.06 -0.06 -0.09
561.70 3.81 0.21 0.06 -0.07 -0.09
561.71 3.83 0.21 0.06 -0.07 -0.09
561.72 3.84 0.21 0.06 -0.07 -0.09
561.73 3.86 0.21 0.06 -0.08 -0.09
561.74 3.88 0.21 0.06 -0.08 -0.09
561.75 3.89 0.21 0.06 -0.09 -0.09
561.76 3.91 0.21 0.05 -0.09 -0.09
561.77 3.92 0.21 0.05 -0.09 -0.09
561.78 3.94 0.20 0.05 -0.10 -0.08
561.79 3.94 0.20 0.05 -0.10 -0.08
561.80 3.95 0.20 0.05 -0.10 -0.08
561.81 3.96 0.20 0.05 -0.11 -0.08
561.82 3.96 0.20 0.05 -0.11 -0.08
561.83 3.95 0.20 0.05 -0.11 -0.08
561.84 3.95 0.20 0.05 -0.12 -0.08
561.85 3.94 0.20 0.05 -0.12 -0.08
561.86 3.93 0.20 0.05 -0.12 -0.08
561.87 3.93 0.19 0.05 -0.13 -0.08
561.88 3.92 0.19 0.04 -0.13 -0.08
561.89 3.92 0.19 0.04 -0.13 -0.08
561.90 3.92 0.19 0.04 -0.14 -0.07
561.91 3.93 0.19 0.04 -0.14 -0.07
561.92 3.94 0.19 0.04 -0.14 -0.07
561.93 3.95 0.19 0.04 -0.14 -0.07
561.94 3.96 0.18 0.04 -0.15 -0.07
561.95 3.98 0.18 0.04 -0.15 -0.07
561.96 3.99 0.18 0.04 -0.15 -0.07
561.97 4.00 0.18 0.04 -0.15 -0.07
561.98 4.01 0.18 0.04 -0.15 -0.07
561.99 4.02 0.18 0.04 -0.15 -0.07
562.00 4.03 0.18 0.04 -0.16 -0.06
562.01 4.03 0.17 0.04 -0.16 -0.06
562.02 4.02 0.17 0.04 -0.16 -0.06
562.03 4.01 0.17 0.03 -0.16 -0.06
562.04 4.00 0.17 0.03 -0.16 -0.06
562.05 3.99 0.17 0.03 -0.16 -0.06
562.06 3.98 0.17 0.03 -0.16 -0.06
562.07 3.97 0.16 0.03 -0.16 -0.06
562.08 3.96 0.16 0.03 -0.16 -0.06
562.09 3.96 0.16 0.03 -0.16 -0.06
562.10 3.96 0.16 0.03 -0.16 -0.05
562.11 3.96 0.16 0.03 -0.16 -0.05
562.12 3.96 0.16 0.03 -0.16 -0.05
562.13 3.97 0.16 0.03 -0.16 -0.05
562.14 3.98 0.15 0.03 -0.16 -0.05
562.15 3.99 0.15 0.03 -0.16 -0.05
562.16 4.00 0.15 0.03 -0.16 -0.05
562.17 4.01 0.15 0.03 -0.16 -0.05
562.18 4.02 0.15 0.03 -0.15 -0.05
562.19 4.03 0.15 0.03 -0.15 -0.04
562.20 4.04 0.14 0.03 -0.15 -0.04
562.21 4.04 0.14 0.03 -0.15 -0.04
562.22 4.04 0.14 0.02 -0.15 -0.04
562.23 4.04 0.14 0.02 -0.14 -0.04
562.24 4.04 0.14 0.02 -0.14 -0.04
562.25 4.04 0.14 0.02 -0.14 -0.04
562.26 4.04 0.14 0.02 -0.14 -0.04
562.27 4.03 0.13 0.02 -0.13 -0.04
562.28 4.03 0.13 0.02 -0.13 -0.04
562.29 4.03 0.13 0.02 -0.13 -0.03
562.30 4.03 0.13 0.02 -0.12 -0.03
562.31 4.04 0.13 0.02 -0.12 -0.03
562.32 4.04 0.13 0.02 -0.12 -0.03
562.33 4.04 0.13 0.02 -0.11 -0.03
562.34 4.04 0.13 0.02 -0.11 -0.03
562.35 4.04 0.12 0.02 -0.10 -0.03
562.36 4.05 0.12 0.02 -0.10 -0.03
562.37 4.05 0.12 0.02 -0.10 -0.03
562.38 4.06 0.12 0.02 -0.09 -0.03
562.39 4.06 0.12 0.02 -0.09 -0.03
562.40 4.07 0.12 0.02 -0.08 -0.02
562.41 4.07 0.12 0.02 -0.08 -0.02
562.42 4.08 0.12 0.02 -0.07 -0.02
562.43 4.09 0.12 0.02 -0.07 -0.02
562.44 4.09 0.12 0.02 -0.06 -0.02
562.45 4.10 0.12 0.02 -0.06 -0.02
562.46 4.10 0.12 0.02 -0.05 -0.02
562.47 4.10 0.12 0.02 -0.05 -0.02
562.48 4.10 0.12 0.02 -0.04 -0.02
562.49 4.10 0.11 0.02 -0.03 -0.02
562.50 4.09 0.11 0.02 -0.03 -0.01
562.51 4.08 0.11 0.02 -0.02 -0.01
562.52 4.07 0.11 0.02 -0.02 -0.01
562.53 4.05 0.11 0.02 -0.01 -0.01
562.54 4.04 0.11 0.02 -0.01 -0.01
562.55 4.03 0.11 0.02 -0.00 -0.01
562.56 4.02 0.11 0.02 0.00 -0.01
562.57 4.01 0.11 0.02 0.01 -0.01
562.58 4.00 0.11 0.02 0.01 -0.01
562.59 4.00 0.11 0.02 0.02 -0.01
562.60 4.00 0.11 0.02 0.02 -0.01
562.61 4.01 0.11 0.02 0.03 -0.00
562.62 4.02 0.11 0.02 0.03 -0.00
562.63 4.03 0.11 0.02 0.03 -0.00
562.64 4.04 0.12 0.02 0.04 -0.00
562.65 4.04 0.12 0.02 0.04 -0.00
562.66 4.05 0.12 0.02 0.05 0.00
562.67 4.06 0.12 0.02 0.05 0.00
562.68 4.06 0.12 0.02 0.06 0.00
562.69 4.06 0.12 0.02 0.06 0.00
562.70 4.05 0.12 0.02 0.07 0.00
562.71 4.05 0.12 0.02 0.07 0.01
562.72 4.04 0.12 0.02 0.08 0.01
562.73 4.04 0.12 0.02 0.08 0.01
562.74 4.03 0.12 0.02 0.08 0.01
562.75 4.03 0.12 0.02 0.09 0.01
562.76 4.03 0.12 0.02 0.09 0.01
562.77 4.03 0.12 0.02 0.09 0.01
562.78 4.04 0.13 0.02 0.10 0.01
562.79 4.04 0.13 0.02 0.10 0.01
562.80 4.05 0.13 0.02 0.10 0.02
562.81 4.06 0.13 0.02 0.11 0.02
562.82 4.07 0.13 0.02 0.11 0.02
562.83 4.07 0.13 0.02 0.11 0.02
562.84 4.08 0.13 0.02 0.12 0.02
562.85 4.08 0.13 0.02 0.12 0.02
562.86 4.07 0.13 0.02 0.12 0.02
562.87 4.06 0.14 0.02 0.13 0.02
562.88 4.05 0.14 0.02 0.13 0.03
562.89 4.03 0.14 0.02 0.13 0.03
562.90 4.01 0.14 0.02 0.13 0.03
562.91 3.99 0.14 0.02 0.13 0.03
562.92 3.98 0.14 0.02 0.13 0.03
562.93 3.96 0.14 0.02 0.14 0.03
562.94 3.95 0.14 0.02 0.14 0.03
562.95 3.95 0.15 0.02 0.14 0.03
562.96 3.95 0.15 0.02 0.14 0.04
562.97 3.95 0.15 0.02 0.14 0.04
562.98 3.97 0.15 0.02 0.14 0.04
562.99 3.98 0.15 0.02 0.14 0.04
563.00 4.00 0.15 0.02 0.14 0.04
563.01 4.01 0.15 0.02 0.14 0.04
563.02 4.03 0.16 0.02 0.14 0.04
563.03 4.04 0.16 0.02 0.14 0.04
563.04 4.05 0.16 0.02 0.14 0.05
563.05 4.06 0.16 0.02 0.14 0.05
563.06 4.06 0.16 0.03 0.14 0.05
563.07 4.06 0.16 0.03 0.14 0.05
563.08 4.05 0.16 0.03 0.14 0.05
563.09 4.04 0.16 0.03 0.14 0.05
563.10 4.03 0.17 0.03 0.13 0.05
563.11 4.02 0.17 0.03 0.13 0.05
563.12 4.01 0.17 0.03 0.13 0.06
563.13 4.00 0.17 0.03 0.13 0.06
563.14 4.00 0.17 0.03 0.13 0.06
563.15 4.00 0.17 0.03 0.13 0.06
563.16 4.00 0.17 0.03 0.13 0.06
563.17 4.01 0.18 0.03 0.12 0.06
563.18 4.02 0.18 0.03 0.12 0.06
563.19 4.04 0.18 0.03 0.12 0.06
563.20 4.05 0.18 0.03 0.12 0.07
563.21 4.07 0.18 0.03 0.12 0.07
563.22 4.08 0.18 0.03 0.12 0.07
563.23 4.09 0.18 0.03 0.11 0.07
563.24 4.09 0.18 0.04 0.11 0.07
563.25 4.09 0.18 0.04 0.11 0.07
563.26 4.09 0.19 0.04 0.11 0.07
563.27 4.09 0.19 0.04 0.11 0.07
563.28 4.08 0.19 0.04 0.11 0.07
563.29 4.07 0.19 0.04 0.10 0.08
563.30 4.06 0.19 0.04 0.10 0.08
563.31 4.05 0.19 0.04 0.10 0.08
563.32 4.04 0.19 0.04 0.10 0.08
563.33 4.03 0.19 0.04 0.10 0.08
563.34 4.03 0.19 0.04 0.09 0.08
563.35 4.02 0.19 0.04 0.09 0.08
563.36 4.02 0.20 0.04 0.09 0.08
563.37 4.02 0.20 0.05 0.09 0.08
563.38 4.03 0.20 0.05 0.08 0.08
563.39 4.03 0.20 0.05 0.08 0.09
563.40 4.03 0.20 0.05 0.08 0.09
563.41 4.04 0.20 0.05 0.07 0.09
563.42 4.04 0.20 0.05 0.07 0.09
563.43 4.04 0.20 0.05 0.07 0.09
563.44 4.04 0.20 0.05 0.07 0.09
563.45 4.04 0.20 0.05 0.07 0.09
563.46 4.04 0.20 0.05 0.06 0.09
563.47 4.04 0.20 0.05 0.06 0.09
563.48 4.04 0.20 0.06 0.06 0.09
563.49 4.04 0.21 0.06 0.06 0.09
563.50 4.04 0.21 0.06 0.05 0.09
563.51 4.04 0.21 0.06 0.05 0.09
563.52 4.04 0.21 0.06 0.05 0.09
563.53 4.04 0.21 0.06 0.05 0.09
563.54 4.04 0.21 0.06 0.05 0.10
563.55 4.03 0.21 0.06 0.05 0.10
563.56 4.03 0.21 0.06 0.04 0.10
563.57 4.03 0.21 0.06 0.04 0.10
563.58 4.03 0.21 0.06 0.04 0.10
563.59 4.03 0.21 0.07 0.04 0.10
563.60 4.03 0.21 0.07 0.04 0.10
563.61 4.03 0.21 0.07 0.04 0.10
563.62 4.02 0.21 0.07 0.03 0.10
563.63 4.02 0.21 0.07 0.03 0.10
563.64 4.03 0.21 0.07 0.03 0.10
563.65 4.03 0.21 0.07 0.03 0.10
563.66 4.03 0.21 0.07 0.03 0.10
563.67 4.03 0.21 0.07 0.03 0.10
563.68 4.04 0.21 0.07 0.03 0.10
563.69 4.04 0.21 0.08 0.03 0.10
563.70 4.05 0.21 0.08 0.03 0.10
563.71 4.05 0.21 0.08 0.03 0.10
563.72 4.06 0.21 0.08 0.03 0.10
563.73 4.06 0.21 0.08 0.03 0.10
563.74 4.06 0.21 0.08 0.03 0.10
563.75 4.05 0.21 0.08 0.03 0.10
563.76 4.05 0.21 0.08 0.03 0.10
563.77 4.04 0.22 0.08 0.03 0.10
563.78 4.03 0.22 0.08 0.03 0.10
563.79 4.02 0.22 0.09 0.03 0.09
563.80 4.01 0.22 0.09 0.03 0.09
563.81 4.00 0.22 0.09 0.03 0.09
563.82 3.99 0.22 0.09 0.03 0.09
563.83 3.98 0.22 0.09 0.03 0.09
563.84 3.98 0.22 0.09 0.03 0.09
563.85 3.98 0.22 0.09 0.03 0.09
563.86 3.98 0.22 0.09 0.03 0.09
